t,l_j1,l_j2,l_j3,l_j4,l_j5,l_j6,l_j7,r_j1,r_j2,r_j3,r_j4,r_j5,r_j6,r_j7
1.150,148.589,148.909,181.210,148.013,148.385,148.347,149.049,148.584,148.500,148.601,148.288,101.677,148.920,148.272
1.155,148.505,148.958,181.207,148.780,148.597,148.528,148.732,148.744,149.150,148.827,148.323,101.677,149.039,148.563
1.160,148.261,148.664,181.259,147.924,148.328,148.176,147.995,148.127,148.439,148.014,148.011,161.411,148.092,148.288
1.165,148.038,148.263,181.335,148.226,148.367,147.999,148.084,148.535,147.622,148.084,147.934,161.411,148.538,147.422
1.170,148.711,147.580,181.232,148.309,147.797,148.257,148.069,147.673,148.397,148.538,148.003,161.411,147.750,147.818
1.175,147.884,147.690,181.098,148.377,148.156,148.325,147.943,147.635,147.869,147.883,147.892,161.411,148.558,148.395
1.180,147.303,147.933,181.166,147.033,147.556,147.981,147.295,147.261,147.565,147.908,147.760,219.210,147.565,147.804
1.185,147.934,147.850,181.215,147.343,147.641,147.541,147.158,147.773,148.048,147.798,147.908,219.210,147.374,147.398
1.190,147.394,147.988,181.100,147.805,147.849,147.573,147.545,147.910,147.844,147.459,147.946,219.210,147.213,148.041
1.195,147.653,147.560,181.139,147.799,148.031,147.797,147.357,147.015,147.868,147.387,147.959,219.210,147.011,147.493
1.200,147.365,146.955,181.184,147.564,147.156,147.001,146.871,147.316,146.716,146.991,146.810,94.267,146.986,147.027
1.205,147.029,146.534,181.188,147.306,146.887,146.327,146.676,146.967,147.514,146.655,146.973,94.267,146.885,146.680
1.210,146.949,146.749,181.156,147.431,146.559,147.364,147.209,146.728,147.619,146.803,147.046,94.267,146.978,147.548
1.215,147.361,147.038,181.266,147.402,146.760,147.578,146.975,146.999,146.862,146.948,147.380,94.267,147.473,147.186
1.220,146.553,146.262,181.171,146.684,146.586,146.667,146.237,146.811,146.229,146.648,146.554,293.167,146.510,146.746
1.225,146.283,145.968,181.292,146.029,146.481,146.336,146.654,146.625,146.337,146.333,146.996,293.167,146.080,145.958
1.230,146.075,146.896,181.131,147.028,146.462,146.301,146.792,146.248,146.430,146.582,145.933,293.167,146.344,146.071
1.235,146.330,146.462,181.124,146.565,145.895,146.474,146.168,146.577,146.406,146.989,146.019,293.167,146.488,146.586
1.240,145.265,145.867,181.207,145.640,146.425,0.000,145.308,145.676,146.213,145.589,146.256,214.594,146.776,146.081
1.245,145.510,145.820,181.186,145.706,145.559,145.659,145.921,146.625,146.127,145.809,146.186,214.594,144.854,146.014
1.250,145.440,145.778,181.231,145.583,145.261,145.571,145.667,146.061,146.279,145.813,145.643,214.594,145.443,146.414
1.255,145.873,145.466,181.175,145.775,145.874,145.061,145.862,146.327,146.316,145.516,146.406,214.594,145.648,145.854
1.260,145.298,145.322,181.243,144.541,144.429,144.992,145.098,145.397,145.354,145.153,145.001,40.511,144.884,144.864
1.265,144.857,144.891,181.163,145.338,145.304,145.112,145.314,145.059,145.736,145.224,145.163,40.511,144.527,144.356
1.270,144.922,144.755,181.156,144.743,144.989,145.571,145.007,144.771,145.197,144.844,145.151,40.511,145.131,145.011
1.275,144.716,145.437,181.180,145.371,144.605,144.882,145.014,144.976,145.125,144.768,145.024,40.511,144.831,144.666
1.280,143.853,144.317,181.133,144.111,143.747,143.890,144.205,144.572,144.479,144.386,144.457,270.980,143.870,144.355
1.285,144.149,144.469,181.200,144.479,144.216,144.167,143.714,144.178,144.181,144.629,144.537,270.980,144.402,144.411
1.290,144.459,143.715,181.191,144.693,144.105,144.266,144.349,144.366,144.537,144.272,144.433,270.980,144.234,144.323
1.295,144.429,144.813,181.092,144.423,144.120,144.322,144.277,144.472,143.969,144.396,144.370,270.980,145.132,144.399
1.300,143.637,143.205,181.220,143.459,143.490,143.153,143.318,143.847,143.811,143.216,143.350,135.255,143.104,143.390
1.305,143.369,143.113,181.121,143.509,143.028,143.623,143.306,143.526,143.126,143.400,143.816,135.255,143.757,143.726
1.310,142.602,143.334,181.252,143.383,143.416,143.289,143.051,143.790,143.494,143.435,143.670,135.255,143.175,144.060
1.315,143.743,143.165,181.293,143.385,143.640,143.562,143.298,143.485,143.826,143.590,143.020,135.255,143.408,143.803
1.320,142.984,142.307,181.095,143.189,142.567,142.589,142.185,142.247,142.213,142.713,143.014,133.054,142.402,142.542
1.325,142.856,142.721,181.265,142.224,142.568,142.519,142.862,142.888,142.474,142.626,142.782,133.054,142.323,142.624
1.330,142.854,143.013,181.156,142.334,142.296,142.736,142.756,142.839,142.704,142.500,142.376,133.054,142.317,143.116
1.335,142.915,142.503,181.123,142.429,142.658,142.487,142.925,142.575,143.363,142.493,142.403,133.054,142.095,142.664
1.340,142.475,141.646,181.226,141.625,141.390,142.045,141.396,141.973,141.501,141.729,141.699,231.152,141.659,142.031
1.345,141.741,141.665,181.212,141.831,141.090,140.899,141.720,141.636,141.907,141.543,141.156,231.152,141.523,141.669
1.350,142.126,141.702,181.131,141.603,142.160,141.608,141.554,140.964,141.553,141.798,141.941,231.152,141.556,141.583
1.355,141.894,141.265,181.191,141.953,141.194,141.614,142.118,141.181,141.888,141.364,141.611,231.152,141.796,141.635
1.360,140.869,141.167,181.221,140.333,140.497,140.873,140.908,140.522,140.816,140.158,140.398,104.610,141.069,140.635
1.365,140.617,140.229,181.185,140.767,140.613,140.800,141.246,140.647,140.884,140.296,140.108,104.610,141.042,140.451
1.370,140.551,140.463,181.218,140.718,140.219,0.000,140.767,140.764,140.701,140.948,140.979,104.610,140.924,140.621
1.375,140.307,141.279,181.224,140.341,140.660,140.471,140.726,140.249,140.456,140.848,140.419,104.610,140.625,140.231
1.380,139.806,139.590,181.145,139.584,139.603,139.537,139.871,139.978,139.618,140.253,139.790,173.456,139.845,139.631
1.385,139.526,139.322,181.236,139.510,139.693,0.000,139.726,139.359,139.591,139.561,140.108,173.456,139.848,139.853
1.390,139.249,139.661,181.261,139.412,140.031,139.224,140.036,140.135,139.977,139.810,139.979,173.456,139.138,139.687
1.395,139.387,140.333,181.224,139.366,139.057,139.716,139.554,139.409,139.033,139.215,139.590,173.456,139.389,139.762
1.400,138.170,138.566,181.194,138.805,138.748,138.620,138.607,138.234,138.575,137.917,138.295,151.942,138.892,138.773
1.405,139.038,138.209,181.237,138.292,138.730,138.806,139.035,138.778,137.829,138.984,138.266,151.942,138.439,138.413
1.410,138.463,138.616,181.200,138.813,138.459,138.158,138.917,138.364,138.705,138.520,138.230,151.942,138.055,138.498
1.415,138.573,138.640,181.207,138.848,138.484,139.040,138.577,138.290,138.714,138.385,138.251,151.942,138.913,138.800
1.420,137.030,137.164,181.151,137.584,136.876,137.727,137.181,137.860,137.117,137.637,137.410,80.539,137.068,137.501
1.425,137.086,137.489,181.213,137.591,137.544,137.598,137.527,136.552,137.783,137.376,137.689,80.539,137.251,137.522
1.430,137.735,136.738,181.198,136.938,137.256,137.305,137.608,137.141,137.722,136.977,137.696,80.539,137.147,137.524
1.435,137.335,137.556,181.279,137.450,137.378,137.357,137.457,137.180,137.585,137.312,137.679,80.539,137.839,137.428
1.440,136.299,136.306,181.236,136.443,136.144,135.834,136.017,136.435,136.710,136.286,135.925,158.589,136.703,136.175
1.445,136.802,136.270,181.221,136.478,136.192,136.269,136.247,135.813,135.986,135.904,136.287,158.589,135.963,135.866
1.450,136.881,136.048,181.148,136.619,136.003,136.034,135.973,136.799,136.725,136.441,136.050,158.589,135.995,136.466
1.455,136.445,136.655,181.261,136.447,136.449,135.689,136.700,135.763,136.327,136.224,136.124,158.589,136.224,136.403
1.460,135.158,135.224,181.121,134.977,135.097,135.328,134.997,134.882,134.844,134.066,135.039,137.191,135.718,135.347
1.465,135.080,135.430,181.200,134.843,134.913,134.350,134.375,135.105,135.512,135.014,134.995,137.191,135.390,134.561
1.470,134.917,134.839,181.214,134.788,135.676,135.000,135.003,134.949,134.521,134.934,135.126,137.191,135.587,134.805
1.475,135.637,135.252,181.089,135.021,135.493,135.079,135.286,134.925,134.668,134.732,135.092,137.191,135.161,135.164
1.480,133.359,134.280,181.199,133.667,133.837,134.161,133.823,133.840,133.806,133.660,133.565,118.592,133.403,133.980
1.485,133.710,134.185,181.137,134.152,133.376,134.290,133.932,133.765,133.274,133.474,134.191,118.592,133.904,134.208
1.490,133.138,133.473,181.175,133.580,133.637,133.817,134.028,133.751,134.153,133.760,133.991,118.592,133.446,133.341
1.495,133.343,133.743,181.162,133.449,133.617,133.521,133.270,133.971,133.977,133.594,133.663,118.592,133.964,133.639
1.500,132.552,132.244,181.300,132.226,132.257,132.116,132.263,132.447,132.533,132.562,132.319,240.409,132.014,132.757
1.505,132.569,132.352,181.323,133.133,132.599,0.000,132.732,132.353,132.160,131.972,131.711,240.409,132.004,132.164
1.510,132.531,132.437,181.250,132.462,132.515,132.696,131.817,132.510,132.899,132.653,133.020,240.409,132.310,132.774
1.515,132.325,132.971,181.176,132.048,132.496,132.648,132.515,131.941,132.651,132.734,131.967,240.409,132.957,132.324
1.520,130.852,131.545,181.148,131.522,130.856,130.721,130.910,131.680,131.215,131.445,131.449,208.935,131.007,131.108
1.525,130.905,131.043,181.174,130.993,131.720,131.056,131.070,131.273,131.384,130.684,130.980,208.935,130.996,130.694
1.530,130.953,131.354,181.211,131.135,131.014,130.553,131.244,131.070,131.151,130.761,130.760,208.935,131.028,131.073
1.535,131.414,130.904,181.214,130.865,131.364,131.134,131.393,131.087,131.379,131.033,130.960,208.935,130.733,130.418
1.540,130.133,129.310,181.257,129.875,130.012,129.615,129.518,129.535,129.668,130.110,129.887,238.930,130.055,129.512
1.545,129.817,129.116,181.290,129.908,129.644,129.586,129.449,129.880,129.558,128.924,129.799,238.930,129.756,130.270
1.550,129.511,129.428,181.238,129.441,129.563,130.012,130.016,129.566,130.055,129.646,129.610,238.930,129.521,129.671
1.555,129.387,130.293,181.206,129.697,129.666,129.564,129.802,130.273,130.165,129.613,129.858,238.930,130.247,129.413
1.560,128.340,128.314,181.318,127.828,127.158,0.000,128.487,128.448,128.338,128.511,127.560,46.098,128.028,128.024
1.565,128.174,128.418,181.184,128.667,128.328,128.173,127.830,128.210,128.694,128.311,129.062,46.098,128.572,128.455
1.570,127.677,128.574,181.190,127.951,128.925,128.566,128.130,128.406,128.655,128.559,128.035,46.098,128.163,128.568
1.575,128.673,127.659,181.121,127.979,128.223,128.579,127.528,128.061,127.953,127.610,128.320,46.098,128.669,128.333
1.580,126.772,126.710,181.223,126.476,126.731,126.480,126.313,126.384,126.864,127.070,126.844,348.027,126.206,126.607
1.585,126.675,126.790,181.250,126.451,126.449,126.453,127.224,127.046,126.382,126.735,125.852,348.027,126.430,126.830
1.590,126.503,127.167,181.213,126.814,126.752,126.556,126.755,126.864,126.625,126.157,126.948,348.027,126.929,126.752
1.595,126.502,126.906,181.229,126.583,126.513,126.554,126.143,127.111,126.728,126.690,127.463,348.027,126.919,126.762
1.600,125.547,124.763,181.190,125.458,125.115,125.376,125.514,125.858,124.440,125.179,125.596,48.027,125.836,125.371
1.605,124.973,124.750,181.230,125.416,125.284,125.238,125.010,125.639,125.512,125.676,125.654,48.027,124.789,124.848
1.610,125.297,125.365,181.125,125.614,125.105,125.145,125.744,125.165,124.658,125.500,125.392,48.027,125.156,125.620
1.615,125.465,125.333,181.168,125.685,125.444,125.531,125.098,125.544,125.476,125.101,125.116,48.027,124.862,125.176
1.620,124.300,123.301,181.218,123.514,123.741,123.413,124.129,123.501,123.828,123.775,123.623,172.641,123.467,124.109
1.625,123.913,123.305,181.217,123.744,123.099,123.972,123.585,123.417,123.561,123.787,123.751,172.641,123.447,123.264
1.630,123.714,123.752,181.126,123.445,123.666,122.701,123.692,123.532,124.104,123.448,123.350,172.641,123.916,123.520
1.635,123.588,123.327,181.278,123.656,124.097,124.011,124.101,123.558,123.185,123.656,124.208,172.641,123.589,124.117
1.640,122.416,122.259,181.230,122.343,122.002,121.879,121.773,122.043,122.113,122.204,122.321,273.541,121.812,122.406
1.645,122.463,122.077,181.220,122.268,122.375,122.171,121.504,122.936,122.327,122.650,122.845,273.541,121.658,122.042
1.650,122.017,122.066,181.130,121.947,122.754,122.456,121.939,122.275,122.384,122.165,121.892,273.541,121.458,122.271
1.655,122.333,122.744,181.242,122.294,121.929,122.017,122.220,122.384,122.664,122.020,121.423,273.541,121.856,122.027
1.660,120.499,120.291,181.255,120.558,120.287,120.725,120.549,120.501,120.624,120.500,120.137,90.302,120.759,120.339
1.665,120.037,120.199,181.189,120.713,120.798,120.292,120.478,120.154,120.791,120.614,120.239,90.302,120.273,120.882
1.670,120.229,120.382,181.115,119.816,121.161,120.191,120.588,120.745,120.457,120.613,120.730,90.302,120.964,119.900
1.675,120.795,119.812,181.191,120.259,120.057,120.647,120.570,120.936,120.918,120.338,120.290,90.302,120.878,120.402
1.680,119.355,119.138,181.122,119.207,119.094,119.452,118.501,119.157,118.968,118.792,119.277,65.428,119.117,119.519
1.685,119.117,119.099,181.208,118.422,118.749,119.389,118.907,118.366,119.354,118.442,119.138,65.428,119.093,118.711
1.690,118.842,118.928,181.222,118.770,118.867,118.949,118.840,118.826,118.881,118.542,119.816,65.428,118.887,118.666
1.695,118.682,118.891,181.223,118.820,118.507,119.080,118.924,118.890,119.016,118.696,118.793,65.428,118.392,119.203
1.700,117.407,117.210,181.212,117.011,116.714,117.246,117.371,116.952,117.492,117.593,116.847,257.611,116.846,117.276
1.705,117.343,116.762,181.219,117.123,117.241,117.515,117.249,117.683,117.443,117.178,117.768,257.611,117.500,117.160
1.710,116.735,117.182,181.185,117.284,117.529,117.295,117.321,117.019,116.727,117.021,117.391,257.611,117.532,117.591
1.715,117.443,117.218,181.265,117.184,117.365,117.224,117.420,117.690,116.996,117.251,117.529,257.611,117.138,117.785
1.720,115.326,115.787,181.135,115.373,115.629,115.691,115.331,115.212,116.201,115.499,115.524,314.795,115.633,115.707
1.725,115.756,115.624,181.223,115.714,115.186,115.485,115.285,115.343,115.713,115.483,115.715,314.795,115.677,115.499
1.730,115.714,115.845,181.296,115.802,114.912,115.545,115.857,115.685,116.016,115.296,115.649,314.795,115.293,115.460
1.735,115.773,115.742,181.211,115.796,115.681,116.067,115.547,115.107,115.587,115.359,115.445,314.795,115.332,115.772
1.740,114.163,113.211,181.255,113.247,113.541,114.749,113.701,113.580,113.650,113.762,114.039,286.054,113.559,114.189
1.745,114.049,113.589,181.230,114.238,113.895,114.103,113.684,113.715,114.247,113.135,113.622,286.054,113.733,113.521
1.750,113.502,114.010,181.173,113.953,114.274,113.839,114.037,114.014,114.246,113.814,113.335,286.054,113.786,114.153
1.755,113.512,113.691,181.168,113.769,113.913,113.295,113.640,114.474,113.875,113.723,114.016,286.054,113.917,114.472
1.760,112.412,112.074,181.100,112.394,111.802,113.191,112.236,112.167,112.024,111.831,112.599,74.602,112.059,111.953
1.765,112.236,112.335,181.235,112.337,111.903,111.955,112.033,111.865,111.855,112.002,111.965,74.602,112.241,112.068
1.770,111.598,111.777,181.095,112.356,112.150,112.390,112.221,112.644,112.202,111.788,112.353,74.602,112.530,112.299
1.775,111.462,112.134,181.147,111.854,112.198,111.820,111.786,111.998,112.151,112.376,111.320,74.602,112.067,112.228
1.780,110.603,110.810,181.246,109.810,109.892,110.355,110.115,110.208,110.567,110.095,110.359,122.539,110.754,110.525
1.785,111.018,110.331,181.180,110.782,110.136,110.319,110.545,110.489,110.177,110.356,110.762,122.539,109.976,110.369
1.790,110.583,110.103,181.188,110.497,110.162,110.598,110.483,110.242,110.389,110.406,110.379,122.539,109.908,110.524
1.795,110.251,110.322,181.197,110.189,110.369,110.157,109.703,110.333,109.986,111.000,110.273,122.539,110.630,109.926
1.800,108.625,108.422,181.143,108.413,108.929,108.629,108.456,108.711,108.203,108.577,107.779,276.680,108.357,108.897
1.805,107.693,108.158,181.209,108.482,108.655,108.294,108.201,108.481,108.486,108.668,109.056,276.680,108.702,108.838
1.810,108.231,108.730,181.241,108.783,108.849,108.531,108.681,108.413,108.836,108.354,108.370,276.680,108.477,109.051
1.815,108.858,108.542,181.231,108.174,108.550,108.514,108.490,107.847,108.090,108.355,107.997,276.680,108.659,107.783
1.820,107.009,106.169,181.149,106.483,106.701,106.872,106.869,106.721,107.034,106.458,106.914,309.372,106.840,107.020
1.825,106.077,107.099,181.251,107.465,106.630,106.115,107.172,106.945,106.329,106.269,106.457,309.372,106.740,106.877
1.830,107.109,106.450,181.063,106.348,106.522,106.474,106.920,106.738,106.852,106.479,106.566,309.372,106.833,107.180
1.835,106.907,106.757,181.159,106.890,107.064,0.000,106.719,107.458,106.581,106.569,106.788,309.372,106.760,106.536
1.840,105.214,105.055,181.202,104.990,104.898,104.274,104.554,104.969,105.129,104.772,104.912,202.312,104.806,105.325
1.845,104.859,104.879,181.231,104.967,105.148,105.236,104.811,105.113,105.090,104.741,104.339,202.312,104.576,104.724
1.850,104.924,104.535,181.195,105.310,104.967,104.686,104.453,104.755,105.191,104.557,104.587,202.312,105.254,105.108
1.855,104.586,104.208,181.101,104.806,105.326,105.057,105.002,104.642,104.775,105.031,104.858,202.312,104.782,104.748
1.860,103.190,102.915,181.215,103.452,102.894,103.232,103.316,103.473,103.087,102.931,103.213,113.167,103.201,103.650
1.865,103.369,103.153,181.212,103.102,103.549,103.006,102.753,102.884,103.126,103.704,102.973,113.167,103.267,103.391
1.870,102.796,102.715,181.210,102.893,102.778,103.362,102.946,103.181,102.839,103.315,103.224,113.167,103.322,103.065
1.875,103.204,102.961,181.221,102.868,102.922,103.181,103.425,103.197,103.176,103.068,103.221,113.167,102.745,103.045
1.880,101.078,101.626,181.057,101.084,100.814,101.374,101.294,101.305,101.530,100.734,101.348,35.182,101.765,101.734
1.885,101.569,100.936,181.197,101.526,100.982,101.662,100.820,100.557,100.994,101.455,101.206,35.182,101.190,101.022
1.890,101.550,102.454,181.227,101.565,101.114,101.610,101.521,101.260,101.071,101.086,101.573,35.182,101.426,101.037
1.895,100.508,101.353,181.135,101.271,101.733,101.527,101.154,101.272,101.412,101.138,101.572,35.182,100.943,100.986
1.900,99.528,99.019,181.180,99.151,99.195,99.923,99.696,99.090,99.573,98.942,99.336,141.857,99.426,100.044
1.905,99.704,99.510,181.141,99.114,99.157,99.360,99.295,99.736,99.063,99.108,99.402,141.857,99.240,99.308
